Ticket_ID,Customer_Email,Customer_Name,Topic,Channel,Agent_Name,CSAT_Score,Priority,Created_Date,Resolved_Date,Resolution_Hours,Status
TKT-54858,jamie52@example.net,Mr. Rickey Jackson,Refund,Pigeon Carrier,,4,Urgent,2025-09-13,2025-06-15,45.32,
TKT-83345,valerietanner@example.org,Amanda Norman,Feature Request,Chaat,Bot,3,H,2025-10-03,2025-02-06,25.11,Closed
TKT-81894,qwallace@example.com,Nicole Foley,Technical Support,Chat,Eric,4,Low,2025-10-17,2025-01-22,36.99,Resolved
TKT-78113,thill@example.net,Denise Chapman,Technical Support,Email,,3,L,,2025-01-24,59.15,Closed
TKT-21251,perickson@example.net,William Schneider,,Social Media,Kenneth,1,Medium,2025-02-16,2025-03-14,4.75,In Progress
TKT-64567,micheal53@example.net,,Login Issue,Phone,,,,2025-04-30,2025-08-10,53.51,In Progress
TKT-90590,jonathan26@example.org,Taylor Hughes,Technical Support,Social Media,Bot,5,High,2025-03-17,2025-11-11,64.42,Resolved
TKT-96097,johntaylor@example.org,Stanley Rose,Technical Support,Chat,Stephanie,2,H,2025-11-09,2025-04-22,49.85,Closed
TKT-84078,lanealejandra@example.net,Danny Martinez,Technical Support,Social Media,Bot,3,L,2025-04-11,2025-06-03,9.06,Escalated
TKT-19286,anthony85@example.net,Kendra Travis,Login Issue,Pigeon Carrier,Lauren,1,Med,2025-09-25,,16.77,Closed
TKT-35672,david83@example.net,Linda Cherry,Login Issue,,,1,Med,2025-01-09,,49.69,Closed
TKT-21441,tracie07@example.com,Douglas Hamilton,Technical Support,Email,Cameron,1,Medium,2025-11-17,2025-03-22,22.01,
TKT-49988,johnsonhannah@example.net,Lindsey Wagner,Refund,,Carlos,1,Med,2025-02-20,2025-06-05,,Resolved
TKT-77765,christinaholland@example.net,Sandra Carr,,Pigeon Carrier,Angela,2,High,2025-01-10,2025-01-08,63.73,Resolved
TKT-22696,pespinoza@example.com,Alison Ellis,Refund,Phone,Jill,1,Low,2025-05-24,2025-05-22,47.34,
TKT-58135,christinesawyer@example.net,William Frost,Billing,Email,,3,Med,2025-01-29,2025-03-09,50.9,Escalated
TKT-37953,mkim@example.net,Kayla Bryan,Refund,Email,Bot,3,Medium,,2025-05-19,14.54,Closed
TKT-85627,rebeccawhite@example.net,Michele Moore,Refund,Email,,3,Low ,2025-08-07,,68.88,In Progress
TKT-13436,cmccoy@example.net,Steven Gallagher,Billing,Email,Bot,5,Medium,2025-04-18,2025-09-26,36.12,In Progress
TKT-88889,alicia54@example.org,,Feature Request,Chat,Bot,3,Low ,2025-05-05,2025-09-12,14.59,Closed
TKT-49971,solistimothy@example.com,Patricia Paul,Refund,,,4,High,2025-10-26,2025-10-21,67.74,Closed
TKT-99782,justin10@example.org,Michael James,Login Issue,Phone,Bot,3,Med,2025-11-19,2025-05-31,39.53,In Progress
TKT-58500,helen16@example.org,John Thompson,Refund,Social Media,Bot,5,Urgent,2025-11-29,2025-10-25,3.89,Escalated
TKT-45132,bryan32@example.com,,Technical Support,Chat,,4,Med ,2025-01-21,2025-05-31,10.3,Escalated
TKT-21965,qlee@example.net,Anita Allen,Technical Support,,Kelly,,Medium ,2025-04-05,2025-01-22,27.15,Closed
TKT-51432,uvillarreal@example.com,,Technical Support,Social Media,Bot,4,,2025-01-17,2025-05-01,17.99,Escalated
TKT-28957,nskinner@example.org,Lisa Herrera,Technical Support,Phone,Patricia,5,Medium,2025-02-12,2025-01-23,39.16,Escalated
,tbailey@example.com,,Billing,Social Media,Justin,2,,2025-08-05,2025-08-07,43.85,
TKT-68194,wendypadilla@example.com,Rhonda Bailey,Refund,Phone,Regina,5,,2025-04-23,2025-08-22,50.36,Open
,xyang@example.net,Jon Zimmerman,Billing,,,3,High,2025-07-30,2025-09-06,49.37,Escalated
TKT-41023,wandacampbell@example.org,Jacqueline Perez,Login Issue,Phone,Kelly,4,L,2025-08-10,2025-09-28,12.87,Resolved
TKT-78476,goodwinvirginia@example.net,Crystal Coleman,Feature Request,Chat,,1,,2025-02-09,2025-07-28,58.99,Closed
TKT-30502,williamjackson@example.com,Susan Newman,Billing,Social Media,Bot,4,Urgent,2025-11-15,2025-10-27,53.66,Escalated
TKT-42002,bonniesmith@example.com,Craig Johnson,Billing,Pigeon Carrier,,3,H,2025-05-24,2025-01-12,,Escalated
TKT-38053,jeffreywilliams@example.net,Johnathan Soto,Technical Support,Email,Bot,,Med,2025-07-12,2025-10-15,57.23,In Progress
TKT-67373,jwilkinson@example.com,Jos̩ph Rodg̩rs,Feature Request,Pigeon Carrier,Bot,4,Low,2025-10-16,2025-07-25,59.79,Resolved
TKT-24744,amandarodriguez@example.com,Sh̩lby Washington,,Social Media,Michael,5,Medium,2025-05-01,2025-04-29,54.87,
TKT-97027,kimberly16@example.com,Sandra Jackson,Billing,Pigeon Carrier,Bot,2,Medium,2025-07-15,2025-01-03,65.51,Resolved
TKT-36829,masonanthony@example.net,Stephanie Williams,Billing,Email,Alexandra,4,High,2025-03-09,2025-10-28,23.38,Escalated
TKT-66177,hinesjames@example.org,Luke Baker,Technical Support,,Ashley,5,L ,2025-03-12,2025-07-02,46.91,
TKT-42747,prosales@example.net,Elizabeth Gilbert,Technical Support,Chat,Nicholas,1,Med,2025-11-28,2025-11-12,33.13,Escalated
TKT-38206,charlesfranklin@example.com,Jesse Johnson,Billing,Phone,Bot,5,High,2025-02-01,2025-01-01,34.46,In Progress
TKT-44677,,Carol Tran,Technical Support,Social Media,Bob,4,H,2025-08-23,2025-11-25,7.55,Resolved
TKT-62787,douglas44@example.com,,Billing,Pigeon Carrier,,3,Urgent,2025-04-09,,3.07,Open
TKT-39050,williamsangela@example.org,Madison Gomez,Billing,,Christopher,2,,2025-06-09,,31.94,Resolved
TKT-50385,ifowler@example.org,Evan Whitehead,Technical Support,Phone,,1,H,2025-01-28,,28.41,Resolved
TKT-63933,martinezjason@example.org,Jessica Harrington,Feature Request,Email,,3,L,,2025-11-29,64.49,
TKT-85572,paul32@example.net,Ryan Rios,Login Issue,Phone,,1,High,,2025-04-02,54.68,Closed
TKT-91856,micheledaniels@example.org,Jill Shields,Refund,Pigeon Carrier,,4,Med,2025-09-15,2025-03-24,17.51,Closed
TKT-79388,montgomeryjames@example.org,Hannah Soto,Feature Request,Chat,Bot,4,Medium,2025-11-15,2025-03-12,62.91,In Progress
TKT-37431,,Maria Allen,Refund,Social Media,Bot,2,Med ,,2025-04-06,46.56,Open
TKT-38990,qwilliams@example.org,Kevin Sims,Login Issue,Social Media,William,5,Urgent,2025-02-20,2025-04-11,,In Progress
,wtanner@example.org,Michaela Wallace,,Phone,,4,Med,2025-08-19,2025-05-12,47.6,Open
TKT-31337,michael51@example.net,Hal̩y B̩njamin,Technical Support,Chat,Dawn,5,High,2025-08-21,2025-04-28,48.54,Closed
TKT-70481,,Toni Rowe,Login Issue,Email,Bot,4,Medium,2025-04-21,2025-01-13,56.96,
TKT-72932,tharrison@example.net,Andrew Peterson,Technical Support,Chat,Aaron,1,H,2025-03-05,2025-10-02,44.97,In Progress
TKT-45021,ebrown@example.org,Ronald Turner,Billing,Email,,2,High,2025-07-02,2025-03-15,64.32,Escalated
TKT-81635,vgreen@example.org,Kelly Peterson,,Email,Bot,,,2025-09-11,2025-05-04,29.87,Closed
TKT-67929,,Tristan Conley,Refund,Social Media,,,H ,2025-07-29,,42.33,Closed
TKT-68746,rhondaharrison@example.com,David Gaines,Billing,Social Media,,2,,2025-03-25,,65.95,In Progress
TKT-11134,pfreeman@example.org,Scott Perry,,Email,Bot,5,Med,2025-04-07,2025-04-05,19.68,
TKT-45630,deanchristopher@example.org,Heather Chen,Technical Support,Chaat,Bot,2,Medium,2025-04-08,2025-08-08,55.39,Open
TKT-79739,usmith@example.com,John Curry,,Phone,Johnny,3,Urgent ,2025-07-05,2025-10-31,13.74,Escalated
TKT-91027,courtney41@example.com,Edward Jones,Technical Support,,Raymond,,L ,2025-06-19,2025-06-22,,In Progress
TKT-36107,mitchelltyler@example.org,Logan Miller,,Chat,Bot,,High,2025-08-22,2025-08-20,10.54,In Progress
TKT-23477,dcollins@example.com,Jason H̩nry,Login Issue,Chat,Bot,2,Medium,2025-02-04,2025-05-19,40.59,In Progress
TKT-22934,,Susan Vaughan,Feature Request,Chat,Bot,5,Medium,2025-08-31,2025-09-05,7.92,In Progress
TKT-23065,fhernandez@example.org,Tracey Alvarez,Billing,Phone,,3,Med,2025-01-19,2025-10-11,4.57,In Progress
TKT-47649,wsharp@example.com,Mary Ferguson,Feature Request,Pigeon Carrier,Bot,4,Med,2025-08-19,2025-01-24,39.05,Closed
TKT-29067,hernandezjoshua@example.org,Brandon Riggs,Refund,,Bot,1,Urgent,2025-06-23,2025-10-03,16.41,Resolved
TKT-43230,pcarroll@example.com,Justin Guerra,Technical Support,,Bot,4,High,2025-07-30,2025-10-28,2.65,Escalated
TKT-49649,torreslauren@example.net,,Technical Support,Social Media,,4,High,2025-07-28,2025-05-22,55.64,Closed
TKT-24803,cynthia86@example.com,Susan Cole,Login Issue,Social Media,,2,Urgent,2025-05-14,2025-07-20,7.64,Escalated
TKT-29609,kellyangelica@example.com,Michael Wallace,Refund,Email,Joe,1,,2025-06-11,2025-03-16,,Resolved
TKT-18686,christopher48@example.net,Benjamin Stone,Feature Request,Pigeon Carrier,Bot,4,Medium,2025-10-03,2025-07-10,18.83,Escalated
TKT-99225,jennifermoore@example.com,,Login Issue,Phone,Connor,3,Medium,,2025-04-04,29.32,Closed
TKT-49849,,,Technical Support,Email,Bot,5,H,2025-06-03,2025-08-09,4.97,Open
TKT-49515,sarah08@example.com,Mark Walker,Login Issue,Pigeon Carrier,Katherine,5,High,2025-07-26,2025-10-23,,Closed
TKT-46464,kimberly21@example.net,Miss Natalie Ramos MD,,Social Media,Bot,2,,2025-06-13,,20.27,
TKT-91067,xmorris@example.org,Donna Smith,Technical Support,Phone,Cameron,1,Urgent,2025-11-04,2025-06-19,3.68,Open
TKT-45346,fsutton@example.net,Terry Reynolds,Technical Support,Chat,Bot,,Urgent,2025-02-23,2025-11-29,60.55,
TKT-47704,brittneygomez@example.org,Jared David,Technical Support,Chat,,4,Medium,2025-08-23,2025-10-08,33.79,Closed
TKT-60205,jhudson@example.net,Brad Brown,Login Issue,Phone,Bot,2,Low ,2025-05-09,2025-05-07,45.45,Open
TKT-14895,carpenterbarbara@example.com,Shannon Barker,Login Issue,Social Media,Bot,4,Urgent,2025-10-16,2025-02-21,4.33,Resolved
TKT-31606,christopher98@example.org,Melissa Williams,Feature Request,,Bot,5,Low,2025-01-04,2025-08-01,19.93,
TKT-56587,higginslarry@example.com,Madeline West,Billing,Chat,Adam,2,,2025-07-06,2025-03-26,19.37,Closed
,brucethomas@example.org,Patrick Pitts,Billing,Chat,Mark,3,Urgent,2025-05-21,2025-05-19,34.3,Resolved
TKT-34624,michellegreen@example.org,,Billing,Social Media,Jennifer,4,H,2025-01-17,2025-01-15,38.19,In Progress
TKT-93406,keith43@example.com,Deanna Kennedy,Technical Support,Email,Bot,2,Med,,2025-11-12,26.45,Closed
TKT-85194,,Andrea Morris,Billing,,John,1,Urgent,2025-06-01,,26.22,Closed
TKT-16595,vaughnhayden@example.net,Ann Reyes MD,Refund,Phone,Bot,,,2025-05-28,,21.6,Resolved
TKT-99583,,Tony Simmons,Technical Support,Email,,5,Medium,2025-10-17,,21.94,Closed
TKT-53031,tjones@example.net,Kayla Hamilton,Refund,Social Media,,1,Med,2025-11-14,,53.57,Open
,millerkelsey@example.net,,Technical Support,Social Media,Bot,4,H ,2025-03-14,2025-09-06,,Resolved
TKT-54542,dustinkent@example.com,Cheyenne Smith,Technical Support,Phone,Jill,1,Medium,2025-04-25,2025-10-14,22.83,Open
,,Kristen Stanley,,Pigeon Carrier,Cheryl,4,H,2025-02-04,2025-06-16,,Escalated
,imurphy@example.org,Chloe Zamora,Feature Request,Social Media,,2,L,2025-06-13,2025-07-05,26.17,Closed
TKT-98687,,Jerry Smith,Feature Request,Phone,,4,Med,2025-03-31,,,Resolved
TKT-67427,ssmith@example.com,Heather Wright,Feature Request,Phone,Timothy,2,Med,2025-04-14,2025-05-11,30.86,Closed
TKT-29848,michael83@example.net,Brittany Thomas,Feature Request,Email,Michael,,Low,2025-01-13,2025-10-18,32.25,Escalated
,lbernard@example.net,Cassandra Shaw,Login Issue,Pigeon Carrier,Bot,5,Medium,2025-11-04,2025-07-12,65.74,Closed
TKT-40973,williamselijah@example.net,Jose Chavez,Refund,Phone,,4,Med,,2025-01-03,,Closed
TKT-23111,,Jessica Williams,Billing,Email,Bot,2,Medium,2025-11-03,2025-06-15,34.5,
TKT-60749,,,,Phone,Wendy,1,Medium,2025-04-05,2025-06-14,53.71,In Progress
TKT-15702,gonzalezjeremiah@example.net,Rebecca Flores,Technical Support,Chaat,,2,H,2025-07-15,2025-08-11,29.02,Open
TKT-70341,theodore74@example.com,Carly Bryant,Billing,,Carl,,Urgent,2025-06-13,2025-07-04,53.92,
TKT-48134,ricardostevens@example.net,Christine Bray MD,Login Issue,Pigeon Carrier,,2,H,,2025-01-08,45.99,Open
TKT-24420,pearsontaylor@example.net,,Login Issue,Social Media,,,Low,2025-09-23,2025-03-14,57.71,
TKT-23931,lconner@example.org,Sheryl Ramirez,Feature Request,Pigeon Carrier,Stephanie,3,High,2025-09-27,2025-08-10,4.76,In Progress
TKT-63704,woodardwilliam@example.org,Angela Barnes,Feature Request,,,1,L,2025-10-07,2025-02-19,30.32,Resolved
,michaelwilkerson@example.net,Kayla Davis,Technical Support,Pigeon Carrier,,,High,2025-09-29,,22.36,Closed
TKT-19571,chall@example.net,,Login Issue,Pigeon Carrier,Bot,1,,2025-04-09,2025-09-16,64.77,Escalated
TKT-49046,jose59@example.org,Kayla Shannon,Billing,Social Media,,3,High,2025-02-23,2025-05-22,16.99,Escalated
TKT-51586,bwright@example.org,Aaron Allen,Feature Request,Pigeon Carrier,,4,H,2025-09-12,,43.26,Open
TKT-45873,andersonjesus@example.org,Jamie Walters,Refund,Phone,Michael,1,H,2025-03-28,2025-06-03,64.28,Resolved
TKT-62346,davidbates@example.net,,Technical Support,Phone,Mark,4,H,,,5.39,
,nicoleharrington@example.org,Linda Gonzalez,Login Issue,Pigeon Carrier,,4,,2025-04-19,2025-06-05,30.24,Closed
TKT-19455,kimberly18@example.org,Whitney Cross,Technical Support,Phone,,5,H,2025-08-06,2025-11-21,9.11,Closed
TKT-99677,liurebecca@example.net,,Refund,Pigeon Carrier,Marcus,3,,2025-07-22,2025-11-22,54.56,
,angel00@example.org,Michael Rodriguez,Technical Support,Social Media,Bot,4,Medium,2025-02-04,2025-08-26,2.5,Escalated
TKT-71127,theresa53@example.net,Cheyenne Tran,,Chat,,2,L,2025-02-19,2025-02-25,21.33,Closed
TKT-44390,,,Refund,Email,Bot,,Medium,2025-02-22,2025-02-06,32.09,In Progress
,lindsey26@example.org,Katie Mcgee,Billing,Phone,Bot,1,Urgent,2025-04-26,2025-07-18,68.88,Resolved
TKT-89131,jeancoleman@example.org,Dennis Mckenzie,,Email,John,4,,2025-07-15,2025-06-01,6.89,Resolved
TKT-83241,cabreramary@example.net,Eugene Carrillo,,Social Media,,4,H,2025-04-22,2025-05-23,61.74,Open
TKT-90663,david33@example.net,Crystal Garcia,Refund,Social Media,Anthony,1,H,2025-06-21,2025-02-07,40.2,In Progress
TKT-53977,joshuakim@example.net,Tina Coleman,Refund,Pigeon Carrier,Mathew,3,Med,2025-10-29,2025-04-27,31.5,In Progress
TKT-20133,williamsjoshua@example.com,Chad Mooney,Technical Support,Phone,,5,High,2025-05-14,2025-01-21,48.79,Open
,ihudson@example.org,Sharon Copeland,Refund,Email,Nicole,4,Med,2025-04-10,2025-06-14,25.24,Resolved
,thomas17@example.com,Maria Baker,Technical Support,Chat,,1,H,2025-02-19,2025-05-22,,Open
TKT-89389,jimenezamy@example.org,Miranda Tran,Login Issue,Phone,Danielle,5,Urgent,2025-09-28,,45.74,Escalated
TKT-39421,tholloway@example.net,,Technical Support,Social Media,,3,Urgent,,,26.65,Open
TKT-99167,kevin23@example.net,Mr. William Green,Login Issue,Pigeon Carrier,Richard,5,L,2025-06-08,2025-03-21,52.99,In Progress
TKT-36391,,Cody Hogan,Feature Request,Email,Edwin,4,Med,,2025-06-26,59.43,In Progress
TKT-59065,woodardjose@example.org,Rachel Jimenez,Login Issue,,Mary,1,Med,2025-05-18,2025-02-14,56.57,Open
TKT-95952,steven30@example.com,Brett Lopez,Billing,Phone,,2,H,,2025-08-21,24.09,Closed
TKT-54976,donnaarnold@example.com,Rebecca Aguirre,Refund,,Tiffany,1,Urgent,2025-03-21,2025-10-11,33.3,Escalated
TKT-23592,nsmith@example.org,Joel Mata,Refund,Social Media,,2,H,2025-06-21,2025-09-22,28.32,Closed
TKT-52649,jessica71@example.com,Anna Gordon,Login Issue,Emaail,,2,Urgent ,2025-04-04,2025-09-01,59.65,Resolved
TKT-92865,,Melissa Estrada,Billing,Email,Cindy,5,H,2025-04-07,2025-01-07,50.05,Resolved
TKT-41320,arnoldjonathan@example.net,Daniel Thornton,Feature Request,Phone,Bot,1,Low,2025-07-11,2025-05-05,66.78,In Progress
TKT-61213,dustin46@example.com,Bobby White MD,Technical Support,Chat,,1,Urgent,2025-08-19,2025-04-08,59.15,Closed
TKT-61078,danny49@example.com,Alexis Murphy,Feature Request,Chat,,,Medium,2025-02-15,2025-10-22,55.67,Open
TKT-69458,michaeldelgado@example.org,Tamara Drake,Login Issue,Email,Thomas,5,,2025-07-18,2025-07-30,,Open
TKT-21511,hkrause@example.com,Megan Summers,Login Issue,,Joseph,5,,2025-02-12,2025-09-15,,Resolved
TKT-66174,frank81@example.org,Melanie Gonzalez,Feature Request,Chat,Bot,1,H,2025-04-25,2025-08-31,59.31,Closed
TKT-94345,jeremy43@example.org,Larry Hall,Login Issue,Chat,,2,H,2025-05-25,2025-11-02,65.77,In Progress
TKT-65238,nsellers@example.net,Lisa Parker,,,Bot,4,Medium,,2025-11-13,21.4,Escalated
TKT-57770,waltersjennifer@example.com,Alexis Waters,Technical Support,Chat,,2,Med,2025-02-18,,51.84,
TKT-35026,youngmelissa@example.com,Christina Christian,Technical Support,,Bot,3,Urgent,2025-03-14,2025-11-06,67.25,Resolved
TKT-38122,iwallace@example.org,Michael Barnes,Feature Request,Pigeon Carrier,Bot,5,Med,2025-11-20,2025-08-06,,In Progress
TKT-91040,howardmary@example.net,Veronica Moore,Feature Request,Chat,,4,Urgent,2025-05-10,2025-06-02,,Resolved
TKT-12860,pkim@example.net,Steven Brown,Billing,Email,William,2,,2025-05-15,2025-05-13,36.74,Closed
TKT-56038,adamwolf@example.org,,Billing,Phone,Todd,1,,,2025-04-10,42.0,Open
TKT-85991,danielsullivan@example.org,Steve Ramirez,,Pigeon Carrier,,5,Urgent,2025-03-07,2025-10-23,19.06,In Progress
TKT-47295,parkermelanie@example.com,Lisa Gutierrez,Billing,Email,Grace,2,High,2025-09-14,2025-10-08,24.1,Escalated
,,Christine Soto,Technical Support,Social Media,,,High ,2025-01-11,2025-06-11,2.55,Closed
TKT-35672,hudsonjacob@example.net,Ronald Parrish,Feature Request,Email,,5,Urgent,2025-11-24,2025-05-02,29.39,Escalated
TKT-63702,monique11@example.net,Cory Jenkins,Feature Request,Pigeon Carrier,Michelle,2,,2025-07-08,2025-09-11,67.56,Closed
,,Marcus Berg,,Email,Bot,,High,2025-02-21,2025-10-17,45.32,
TKT-32937,fpeters@example.org,Joanna Rodriguez,Technical Support,Phone,,1,Medium,2025-09-18,,16.07,In Progress
TKT-84112,phillipsavage@example.com,Jenny Rice,Login Issue,,Bot,1,Med,2025-10-07,2025-09-30,20.41,Escalated
TKT-52643,pamelagonzalez@example.org,Sarah Jones,Login Issue,Email,Bot,1,Medium,2025-10-12,2025-08-22,71.69,
TKT-10020,fmosley@example.com,John Patterson,Billing,Chat,Bot,5,L,2025-02-06,2025-10-06,59.27,
TKT-23988,ycarson@example.com,Robert Browning,Feature Request,Pigeon Carrier,,4,High ,2025-01-18,,56.11,Open
TKT-39814,edwardsjennifer@example.com,James Wilson,Login Issue,Pigeon Carrier,,3,H,2025-03-13,2025-10-09,1.61,Open
TKT-53585,latoya99@example.com,Cynthia Price,Feature Request,Pigeon Carrier,Bot,2,Med,2025-11-24,2025-06-18,,Resolved
TKT-98704,april54@example.com,Michael Johnson,Refund,Phone,Christy,4,Low,2025-02-28,2025-04-24,32.07,In Progress
TKT-14245,brenda41@example.org,,Technical Support,Social Media,,2,High,2025-10-12,2025-05-03,37.52,In Progress
TKT-35930,rhondawilcox@example.com,Jorge Michael,Refund,Chat,Judy,5,H,2025-06-05,2025-08-30,,Escalated
TKT-44085,emilywilliams@example.net,Jimmy Benjamin,Billing,Email,,3,Med,2025-03-23,2025-08-05,40.81,Closed
TKT-53884,twebster@example.org,Bradley Lee,Feature Request,Chat,,4,,2025-11-25,2025-04-30,53.57,Escalated
TKT-19877,curtis81@example.com,Eric Williams,Feature Request,Pigeon Carrier,,1,,2025-07-21,2025-04-04,32.66,Open
TKT-72847,wattsmichelle@example.org,Dawn Maxw̩ll,Login Issue,Email,,1,H,2025-10-09,2025-03-18,3.7,Escalated
TKT-85244,morenosean@example.com,Amanda Reed,Refund,Emaail,,2,Urgent,2025-10-24,2025-08-15,65.31,Resolved
TKT-32608,lmorgan@example.org,,Login Issue,Email,Bot,1,H,2025-06-03,2025-01-19,43.1,Resolved
TKT-16612,anthonyfields@example.com,,Technical Support,Email,Sean,5,Low,2025-10-03,2025-08-21,53.69,Closed
TKT-20539,rayhull@example.org,Mark Ramirez,Feature Request,Social Media,,5,L,2025-10-01,2025-09-09,43.12,Open
TKT-25581,sarah83@example.net,Trevor Freeman,Technical Support,Chat,,2,Med,2025-01-14,,,Resolved
TKT-45537,nevans@example.org,Aaron Cisneros,Login Issue,Chat,,1,L,2025-08-18,,1.58,Resolved
TKT-74156,davidhendrix@example.com,Timothy Bray,Feature Request,,,5,,2025-08-23,,44.95,Closed
TKT-32267,tammiewright@example.com,Brendan Cook,Refund,Email,Bot,2,H,2025-10-26,2025-10-09,,
TKT-69333,anthonymiller@example.com,Tiffany Wilson,Feature Request,Pigeon Carrier,,4,High ,2025-06-13,2025-06-08,43.44,Resolved
TKT-77297,egillespie@example.com,Natasha Wilcox,Login Issue,Phone,,2,Medium,2025-11-08,2025-10-11,52.17,Closed
TKT-29112,tsmith@example.net,Tracie Howell,,Phone,,4,H,2025-07-17,2025-07-15,23.57,Closed
TKT-61291,davidperez@example.com,Tanya Wilson,Feature Request,Pigeon Carrier,,5,Med,,2025-06-04,20.82,Open
,ariana16@example.org,,,Chat,Donald,2,Med,2025-09-26,2025-09-24,18.53,
TKT-96715,heidi64@example.net,Paul Taylor,Technical Support,Chat,,3,High ,2025-07-24,2025-08-16,54.75,Closed
TKT-78206,hrussell@example.com,Tamara Brown,Technical Support,Pigeon Carrier,Bot,2,High,2025-04-06,2025-06-24,32.1,In Progress
TKT-22797,jamespotter@example.org,Daniel Harris,Login Issue,Social Media,Joseph,1,Urgent,2025-11-08,2025-11-06,61.52,Closed
TKT-14393,hollanddeborah@example.net,,Login Issue,,Susan,2,High,2025-11-04,2025-01-28,8.29,Escalated
TKT-47892,martinerica@example.net,Andrew Hall,Refund,Chat,William,2,L,2025-07-13,2025-03-02,44.68,Open
TKT-13634,fordnatalie@example.net,Jessica Morse,Technical Support,Pigeon Carrier,,1,L,2025-08-02,2025-01-22,17.1,Open
TKT-59534,grantjeffery@example.net,Julie Davis,Login Issue,Chat,Bot,,Urgent,,2025-06-25,45.24,Open
TKT-33950,,Alyssa Moore,Refund,Chat,Anne,4,Urgent,2025-06-10,2025-01-17,24.51,Escalated
TKT-84809,danielgeorge@example.com,Trevor Bailey,Technical Support,Chat,,4,High,2025-08-04,2025-09-24,37.68,Open
,christopher40@example.org,Joseph Thomas,Refund,Social Media,Bot,,H,2025-05-09,2025-08-20,4.64,Resolved
TKT-21469,charleszamora@example.org,Mary Palmer,Login Issue,Email,,,High,2025-02-20,2025-03-08,20.27,Open
TKT-38808,heather17@example.org,Crystal Wright,Feature Request,,Jonathan,4,Med,2025-06-12,2025-04-28,31.76,Closed
TKT-91072,,Victoria Jones,Technical Support,Pigeon Carrier,Jennifer,3,Medium,2025-01-11,2025-04-09,30.19,Escalated
TKT-69672,joann19@example.com,,Billing,Phone,Bot,1,Medium,2025-02-10,2025-02-12,39.7,Closed
TKT-16686,lucaschristopher@example.org,Randall Garcia,Feature Request,Chat,Bot,2,H ,2025-05-02,2025-03-30,53.84,In Progress
TKT-46899,steven21@example.net,Michelle Allen,Technical Support,Pigeon Carrier,Bryan,,Medium,2025-08-16,2025-08-22,51.31,Escalated
TKT-48458,greenrichard@example.com,Dr. Cathy Phillips,Billing,Email,,2,L,2025-10-08,2025-01-10,59.91,Closed
TKT-91556,hduarte@example.net,Robert Rollins,Feature Request,,Bot,1,L ,2025-08-12,2025-11-16,38.61,In Progress
TKT-44672,dennis25@example.com,Susan Kelly,Billing,,,3,High,2025-03-13,2025-06-04,9.61,Resolved
TKT-94666,diazalexander@example.net,Patrick Barnett,,Phone,Bot,,Medium,2025-07-19,2025-06-06,8.14,In Progress
TKT-57456,,Christopher Hall,Technical Support,Email,Bot,2,Urgent,2025-10-31,2025-06-26,,
TKT-35875,jasonmarsh@example.com,Joann Dickerson,Refund,Email,Bot,4,Medium ,2025-08-06,2025-10-21,64.8,Resolved
TKT-34473,david97@example.org,Timothy Moore,Login Issue,Chat,Bot,2,Med,2025-10-11,2025-08-28,9.97,In Progress
,christina38@example.org,Jeffrey Leach,Refund,Social Media,,1,Med,2025-08-20,2025-04-28,54.08,In Progress
TKT-46305,henryjohn@example.com,,Technical Support,Phone,Bot,4,Med,2025-03-10,,31.42,In Progress
TKT-95110,sharon42@example.net,Jeff Phillips,Technical Support,Email,,3,Med,2025-01-04,,62.01,Escalated
TKT-86881,qbryant@example.org,Courtn̩y Torr̩s,Billing,Email,Bot,2,Low,2025-06-02,2025-06-19,31.61,Closed
TKT-79402,thomasfletcher@example.org,K̩vin Cruz,Technical Support,Phone,Christopher,2,High,2025-05-16,,15.23,Resolved
TKT-77069,stephen56@example.org,Julie Fitzpatrick,Login Issue,Pigeon Carrier,,5,H,,,7.59,Resolved
TKT-48769,derek77@example.com,,Feature Request,Phone,,4,Med,2025-11-08,,55.23,Escalated
TKT-31107,jamesvaldez@example.com,John Gilb̩rt,Technical Support,Chat,,1,Urgent,2025-05-21,2025-03-30,60.76,
TKT-42386,,Dr. Michelle Haynes,Refund,Phone,,5,High,2025-07-04,2025-08-08,10.03,Open
TKT-79602,stevenstafford@example.net,Jessica Lester,Billing,Chat,Micheal,3,L,2025-02-13,2025-09-22,49.92,Closed
TKT-77166,hoodleon@example.org,Erica Carrillo,Technical Support,Social Media,Bot,1,High,2025-01-31,2025-07-21,69.11,Closed
TKT-10881,joshuajenkins@example.net,,Refund,Pigeon Carrier,Bot,4,High,2025-02-05,2025-09-05,58.59,Escalated
TKT-94559,kellyvanessa@example.net,Joshua Harris,Billing,Email,Cindy,,,2025-04-22,2025-02-15,15.78,Escalated
TKT-35023,esherman@example.net,Richard Sullivan,Refund,Social Media,Bot,5,Med,2025-03-29,2025-02-12,65.02,Open
TKT-60599,jamesteresa@example.net,Michael Carroll,Login Issue,Email,Jason,5,Medium,2025-05-14,2025-03-27,27.65,In Progress
TKT-31736,tross@example.com,Levi Williams,Login Issue,Email,Bot,3,Medium,2025-09-13,,64.88,Escalated
TKT-16806,brandonjones@example.com,Paul Cross,Login Issue,Pigeon Carrier,Bot,1,L,2025-08-22,2025-11-14,34.21,Closed
